id,source,run,mean_deviation,bcs01,bcs02,bcs03,bcs04,bcs05,bcs06,bcs07,bcs08,bcs09,bcs10,bcs11,bcs12,bcs13,bcs14,bcs15,bcs16,bcs17,bcs18,bcs19,bcs20,bcs21,bcs22,bcs23,bcs24,bcs25,bcs26,bcs27,bcs28,bcs29,bcs30,bcs31,bcs32,bcs33,bcs34,bcs35,bcs36,bcs37,bcs38,bcs39,bcs40,bcs41,bcs42,bcs43,bcs44,bcs45,bcs46,bcs47,bcs48,bcs49,bcs50,bcs51,bcs52,bcs53,bcs54,bcs55,bcs56,bcs57,bcs58,bcs59,bcs60,bcs61,bcs62,bcs63,bcs64,bcs65,bcs66,bcs67,bcs68,bcs69,bcs70,bcs71,bcs72,bcs73,bcs74,bcs75,bcs76,bcs77,bcs78,bcs79,bcs80,bcs81,bcs82,bcs83,bcs84,bcs85,bcs86,bcs87,bcs88,bcs89,bcs90
20260313_144036,google/gemini-2.5-flash,2,2.0222,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,5.0,7.0,8.0,5.0
20260313_144431,google/gemini-2.5-flash,3,2.0556,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,5.0,6.0,7.0,5.0
20260313_143630_avg,google/gemini-2.5-flash,avg,2.0370,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,5.0,6.67,7.67,5.0
20260313_144820,google/gemini-3-flash-preview,1,1.7889,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,5.0
20260313_145334,google/gemini-3-flash-preview,2,1.8111,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,5.0
20260313_145846,google/gemini-3-flash-preview,3,1.7889,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,5.0
20260313_144820_avg,google/gemini-3-flash-preview,avg,1.7963,5.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,1.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,8.0,5.0
20260313_150407,x-ai/grok-4,1,1.7444,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,9.0,5.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,9.0,7.0,7.0,5.0,8.0,5.0,7.0,8.0,8.0
20260313_153307,x-ai/grok-4,2,1.7667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,8.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,8.0,5.0,8.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,8.0,5.0,8.0,9.0,8.0
20260313_160713,x-ai/grok-4,3,1.7778,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,3.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,8.0,5.0,7.0,8.0,8.0
20260313_150407_avg,x-ai/grok-4,avg,1.7630,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.33,5.0,5.0,5.0,4.67,8.0,5.0,2.33,5.0,3.0,5.0,5.0,5.0,2.67,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.33,5.0,5.0,5.33,5.33,5.67,5.0,5.0,7.33,4.67,8.0,5.0,6.0,6.0,6.67,6.33,6.67,5.67,6.0,6.33,6.33,6.67,7.0,8.33,7.33,7.0,5.33,8.0,5.0,7.33,8.33,8.0
20260313_164744,qwen/qwen3-vl-235b-a22b-instruct,1,2.1111,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,5.0,5.0,7.0,5.0,7.0,6.0,5.0
20260313_165224,qwen/qwen3-vl-235b-a22b-instruct,2,2.0778,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0
20260313_165710,qwen/qwen3-vl-235b-a22b-instruct,3,2.0556,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,5.0,7.0,5.0,7.0,6.0,5.0
20260313_164744_avg,qwen/qwen3-vl-235b-a22b-instruct,avg,2.0815,5.0,5.0,5.0,5.0,5.0,4.33,5.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.67,5.0,6.0,5.0,7.0,6.0,5.67,5.0,5.0,6.67,5.0,7.0,6.0,5.0
20260313_170131,qwen/qwen2.5-vl-72b-instruct,1,2.1667,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
20260313_170522,qwen/qwen2.5-vl-72b-instruct,2,2.2111,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,9.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
20260313_170922,qwen/qwen2.5-vl-72b-instruct,3,2.1556,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
20260313_170131_avg,qwen/qwen2.5-vl-72b-instruct,avg,2.1778,4.0,4.0,4.0,4.0,4.0,4.67,4.0,4.0,4.33,4.0,4.0,4.0,4.0,4.0,4.0,7.67,4.0,4.0,4.0,4.33,4.0,4.0,4.0,5.0,4.0,6.33,4.33,4.0,4.0,4.0,4.0,4.33,4.0,4.33,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.67,4.0,4.0,4.0,4.0,4.0,7.0,4.0,4.0,5.0,4.0,4.67,4.67,5.0,4.67,5.0,4.0,4.0,4.0,5.0,4.33,4.0,4.0,5.0,5.0,7.67,4.67,4.33,4.33,4.67,5.0,4.0,5.0,4.0,4.33,5.0,4.33,5.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0
20260313_171311,meta-llama/llama-4-maverick,1,2.1000,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,9.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,8.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
20260313_171621,meta-llama/llama-4-maverick,2,2.1667,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,9.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
20260313_171908,meta-llama/llama-4-maverick,3,2.1222,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
20260313_171311_avg,meta-llama/llama-4-maverick,avg,2.1296,4.67,4.33,4.0,4.67,4.0,5.0,4.33,4.33,4.0,4.33,5.0,4.33,4.0,4.0,4.67,5.0,4.33,4.0,4.0,4.33,4.0,4.0,4.0,5.0,5.0,5.0,4.33,4.33,4.0,4.0,4.0,5.0,5.0,4.33,5.0,4.33,4.0,4.67,4.67,4.0,4.33,5.0,4.0,4.67,4.0,4.33,4.0,4.67,4.67,5.0,4.0,4.0,4.33,4.0,5.0,4.67,4.0,4.0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,4.0,4.67,5.0,7.67,5.0,4.33,4.33,5.0,5.0,4.33,5.0,4.33,4.67,4.0,5.0,7.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0
20260313_172154,qwen/qwen3.5-flash-02-23,1,2.2333,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,7.0,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,8.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,3.0,8.0,6.0,7.0,7.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0
20260313_182444,qwen/qwen3.5-flash-02-23,2,2.1444,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,8.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,3.0,7.0,4.0,7.0,7.0,6.0
20260313_195635,qwen/qwen3.5-flash-02-23,3,2.2222,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,7.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,7.0,4.0,5.0,5.0,2.0,2.0,6.0,4.0,2.0,4.0,4.0,7.0,7.0,6.0,5.0,3.0,5.0,7.0,3.0,6.0,6.0,3.0
20260313_172154_avg,qwen/qwen3.5-flash-02-23,avg,2.2000,2.67,2.67,2.33,2.0,3.0,3.67,2.33,2.0,2.33,2.33,3.0,2.33,2.67,2.67,2.33,2.0,2.33,1.33,3.0,1.67,2.67,3.0,3.0,2.67,1.67,2.0,2.33,3.0,2.33,2.33,2.0,3.0,2.0,2.0,2.33,3.33,3.33,2.33,3.67,2.67,2.67,3.0,2.33,3.0,3.0,3.67,2.33,2.33,2.67,7.0,2.67,2.67,3.67,2.33,2.33,4.0,3.33,2.67,2.33,2.67,3.33,3.67,3.33,4.33,4.33,4.0,2.67,4.0,7.67,4.67,3.33,5.0,2.67,2.33,5.0,4.67,2.0,4.33,4.0,7.33,6.33,6.0,6.0,4.33,4.0,6.0,3.67,6.33,6.33,4.67
20260313_210410,openai/gpt-4o-mini,1,2.2222,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,7.0,5.0,7.0,7.0,5.0
20260313_210752,openai/gpt-4o-mini,2,2.2000,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,7.0,7.0,5.0
20260313_211144,openai/gpt-4o-mini,3,2.1778,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,7.0,7.0,5.0
20260313_210410_avg,openai/gpt-4o-mini,avg,2.2000,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.33,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.67,5.0,7.0,7.0,5.0
