id,path,species,hint
210,datasets/dog_dataset/normal_dogs/pug_20.jpg,dog,This dog is classified as normal weight (BCS likely 5).
211,datasets/dog_dataset/normal_dogs/pug_42.jpg,dog,This dog is classified as normal weight (BCS likely 5).
212,datasets/dog_dataset/normal_dogs/saint_bernard_107.jpg,dog,This dog is classified as normal weight (BCS likely 5).
213,datasets/dog_dataset/normal_dogs/saint_bernard_180.jpg,dog,This dog is classified as normal weight (BCS likely 5).
214,datasets/dog_dataset/normal_dogs/saint_bernard_194.jpg,dog,This dog is classified as normal weight (BCS likely 5).
215,datasets/dog_dataset/normal_dogs/saint_bernard_36.jpg,dog,This dog is classified as normal weight (BCS likely 5).
216,datasets/dog_dataset/normal_dogs/saint_bernard_63.jpg,dog,This dog is classified as normal weight (BCS likely 5).
217,datasets/dog_dataset/normal_dogs/saint_bernard_72.jpg,dog,This dog is classified as normal weight (BCS likely 5).
218,datasets/dog_dataset/normal_dogs/saint_bernard_73.jpg,dog,This dog is classified as normal weight (BCS likely 5).
219,datasets/dog_dataset/normal_dogs/samoyed_12.jpg,dog,This dog is classified as normal weight (BCS likely 5).
220,datasets/dog_dataset/normal_dogs/samoyed_27.jpg,dog,This dog is classified as normal weight (BCS likely 5).
221,datasets/dog_dataset/normal_dogs/samoyed_49.jpg,dog,This dog is classified as normal weight (BCS likely 5).
222,datasets/dog_dataset/normal_dogs/scottish_terrier_115.jpg,dog,This dog is classified as normal weight (BCS likely 5).
223,datasets/dog_dataset/normal_dogs/shiba_inu_118.jpg,dog,This dog is classified as normal weight (BCS likely 5).
224,datasets/dog_dataset/normal_dogs/shiba_inu_127.jpg,dog,This dog is classified as normal weight (BCS likely 5).
225,datasets/dog_dataset/normal_dogs/shiba_inu_146.jpg,dog,This dog is classified as normal weight (BCS likely 5).
226,datasets/dog_dataset/normal_dogs/shiba_inu_183.jpg,dog,This dog is classified as normal weight (BCS likely 5).
227,datasets/dog_dataset/normal_dogs/shiba_inu_3.jpg,dog,This dog is classified as normal weight (BCS likely 5).
228,datasets/dog_dataset/normal_dogs/shiba_inu_32.jpg,dog,This dog is classified as normal weight (BCS likely 5).
229,datasets/dog_dataset/normal_dogs/shiba_inu_49.jpg,dog,This dog is classified as normal weight (BCS likely 5).
230,datasets/dog_dataset/normal_dogs/shiba_inu_60.jpg,dog,This dog is classified as normal weight (BCS likely 5).
231,datasets/dog_dataset/normal_dogs/shiba_inu_62.jpg,dog,This dog is classified as normal weight (BCS likely 5).
232,datasets/dog_dataset/normal_dogs/shiba_inu_7.jpg,dog,This dog is classified as normal weight (BCS likely 5).
233,datasets/dog_dataset/normal_dogs/staffordshire_bull_terrier_129.jpg,dog,This dog is classified as normal weight (BCS likely 5).
234,datasets/dog_dataset/normal_dogs/staffordshire_bull_terrier_166.jpg,dog,This dog is classified as normal weight (BCS likely 5).
235,datasets/dog_dataset/normal_dogs/staffordshire_bull_terrier_179.jpg,dog,This dog is classified as normal weight (BCS likely 5).
236,datasets/dog_dataset/normal_dogs/staffordshire_bull_terrier_194.jpg,dog,This dog is classified as normal weight (BCS likely 5).
237,datasets/dog_dataset/normal_dogs/staffordshire_bull_terrier_63.jpg,dog,This dog is classified as normal weight (BCS likely 5).
238,datasets/dog_dataset/normal_dogs/wheaten_terrier_111.jpg,dog,This dog is classified as normal weight (BCS likely 5).
239,datasets/dog_dataset/normal_dogs/wheaten_terrier_159.jpg,dog,This dog is classified as normal weight (BCS likely 5).
240,datasets/dog_dataset/normal_dogs/wheaten_terrier_8.jpg,dog,This dog is classified as normal weight (BCS likely 5).
241,datasets/dog_dataset/normal_dogs/yorkshire_terrier_193.jpg,dog,This dog is classified as normal weight (BCS likely 5).
242,datasets/dog_dataset/overweight_dogs/03f8701b6845bc4ec17b038ebaf424dc.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
243,datasets/dog_dataset/overweight_dogs/041492ef3e7d2e4143361f041ecfe103.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
244,datasets/dog_dataset/overweight_dogs/060573cfb116000d976061c5adfbaedd.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
245,datasets/dog_dataset/overweight_dogs/062de7b29395ad097c291472172d2bab.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
246,datasets/dog_dataset/overweight_dogs/097fee4752fbcf39be5bb602f1ae96f7.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
247,datasets/dog_dataset/overweight_dogs/0a65aabf48776433d47b11a09d1b58dd.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
248,datasets/dog_dataset/overweight_dogs/0df79df0a83ea1a696ddaa3ed47a41c2.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
249,datasets/dog_dataset/overweight_dogs/0e8a7c68802716c550bfc35112f63ea9.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
250,datasets/dog_dataset/overweight_dogs/0f010d14dcde0597c2f032d3eb623d25.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
251,datasets/dog_dataset/overweight_dogs/11ce4eab5b571abc9cf72a0921ba24eb.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
252,datasets/dog_dataset/overweight_dogs/11da4cfe9473d5d516b42bc3396028c2.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
253,datasets/dog_dataset/overweight_dogs/142e8baa9b805878b7c761514f57dc02.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
254,datasets/dog_dataset/overweight_dogs/14c356066db59d24cb17d2c8b504d246.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
255,datasets/dog_dataset/overweight_dogs/16e8ab11826d852c0cdf2a2d55db02fe.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
256,datasets/dog_dataset/overweight_dogs/17d9d76439806fa5983fbe772527bf4a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
257,datasets/dog_dataset/overweight_dogs/1b02e6fe44aa273c7b1afd9a9298b0d7.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
258,datasets/dog_dataset/overweight_dogs/1fb9c3742fac51c59b36eaf552533e58.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
259,datasets/dog_dataset/overweight_dogs/21d6bf9da5908d813d9e2b62cfe0e3e8.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
260,datasets/dog_dataset/overweight_dogs/246875936286e1ad89770f9c343ee433.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
261,datasets/dog_dataset/overweight_dogs/24b8c40bb5474dc6a2ea02a92914f77b.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
262,datasets/dog_dataset/overweight_dogs/266cdb56ca4d44bed677fe16860cc641.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
263,datasets/dog_dataset/overweight_dogs/26c679a9e5ad50b4d5221b67f2ef9d56.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
264,datasets/dog_dataset/overweight_dogs/2b6fb7271affac55969179f68f0200ef.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
265,datasets/dog_dataset/overweight_dogs/2bf93b024144abed8dd42d22ab486f3c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
266,datasets/dog_dataset/overweight_dogs/3030eb59fa4dee1a40c7e0cef567914a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
267,datasets/dog_dataset/overweight_dogs/305136e6e27f68f392e4eb079168aa8d.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
268,datasets/dog_dataset/overweight_dogs/32d409becdfaed370ac5643ff61c6ea0.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
269,datasets/dog_dataset/overweight_dogs/32ea239a9ed467532bb3bd1b9c256c91.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
270,datasets/dog_dataset/overweight_dogs/33eaecce5290b49890027ec2e81b8888.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
271,datasets/dog_dataset/overweight_dogs/3d5c5a8aa23f33b24b359a03e6ca1b0e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
272,datasets/dog_dataset/overweight_dogs/3e4214142290e03bb68b0d8b6102022b.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
273,datasets/dog_dataset/overweight_dogs/41135ae7db6e6450b042f1fad200d203.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
274,datasets/dog_dataset/overweight_dogs/41a4dbb83535e6e91c7e15ed5b253eb3.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
275,datasets/dog_dataset/overweight_dogs/41fcf2ecbffbc21932866134ffcbcb4e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
276,datasets/dog_dataset/overweight_dogs/47d3e8c28c84d02ddd422c994ea9d063.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
277,datasets/dog_dataset/overweight_dogs/482a522e65bd2c79412f314eda7a7683.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
278,datasets/dog_dataset/overweight_dogs/4878ce6442772eaccb3d5ed25fb5cc97.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
279,datasets/dog_dataset/overweight_dogs/487a031b245b08e4b78457f209524e8f.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
280,datasets/dog_dataset/overweight_dogs/4c73499290d7c261efe566e441ce2c0d.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
281,datasets/dog_dataset/overweight_dogs/51034e3e27db403f0fa1718cb0feefb1.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
282,datasets/dog_dataset/overweight_dogs/518150a50fdb0f5ca0335d89f79b3d45.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
283,datasets/dog_dataset/overweight_dogs/56ebeb4a2a88e8c74a7d3288480ecb93.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
284,datasets/dog_dataset/overweight_dogs/57575ead08930f31a4f4216aa3e957a3.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
285,datasets/dog_dataset/overweight_dogs/592bb57f4a41114f54624fa8a07a9401.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
286,datasets/dog_dataset/overweight_dogs/5a73f7338404702c4450559d2387d40d.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
287,datasets/dog_dataset/overweight_dogs/5d5911924877950603e6130ba7fc802d.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
288,datasets/dog_dataset/overweight_dogs/60d10fc0625c26f8176a065c5906ae56.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
289,datasets/dog_dataset/overweight_dogs/62be445bd9cc645138d5ced2f805e2dc.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
290,datasets/dog_dataset/overweight_dogs/658226f9790ebe3feb790de7298dfa96.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
291,datasets/dog_dataset/overweight_dogs/6598b3a18f35468e9a8672d9497f9b5a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
292,datasets/dog_dataset/overweight_dogs/659ef15b88044ba8067dbcfea4bffd0f.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
293,datasets/dog_dataset/overweight_dogs/65eaf633f0c7cb831b1dfd06acbcc39c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
294,datasets/dog_dataset/overweight_dogs/663ed8fe9236b98a6eb2dfeb86817e6b.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
295,datasets/dog_dataset/overweight_dogs/6764e63a15ff311b2696cc95827bf005.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
296,datasets/dog_dataset/overweight_dogs/68f7386a3f5ebb0c5df0c2302fdd52d5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
297,datasets/dog_dataset/overweight_dogs/6a8a731bfca1c97435be2e05e7ae68ed.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
298,datasets/dog_dataset/overweight_dogs/6af19e92317dd061171317e5d005ef84.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
299,datasets/dog_dataset/overweight_dogs/6b662ad7d4cdef1050f8ee17e82b41f4.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
300,datasets/dog_dataset/overweight_dogs/6d760a576daa3e87431318c05ec2f25e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
301,datasets/dog_dataset/overweight_dogs/734a7b3d54c0b12ce5e919353b0ccc3c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
302,datasets/dog_dataset/overweight_dogs/73cfcab393bf7f7a76856fd1f83d427e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
303,datasets/dog_dataset/overweight_dogs/7463733e81d8745c171158242918ea8a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
304,datasets/dog_dataset/overweight_dogs/7531ce96038c69470deb927006b77f29.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
305,datasets/dog_dataset/overweight_dogs/75c8e3d80c8d5f5eb9b44afbbece6432.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
306,datasets/dog_dataset/overweight_dogs/7685aacf32a2856a622ca0417e3cf2f4.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
307,datasets/dog_dataset/overweight_dogs/768d356d172dcb6ed3bf598b91ed6d7e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
308,datasets/dog_dataset/overweight_dogs/79af675eb03ba7f1f9dba38b7a224a73.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
309,datasets/dog_dataset/overweight_dogs/7a77fc873750a59369dfb1bc02e9e525.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
310,datasets/dog_dataset/overweight_dogs/7b02729e84418bff8b433a7aea328c66.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
311,datasets/dog_dataset/overweight_dogs/7c212e6a560bccb056b269732ddca03a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
312,datasets/dog_dataset/overweight_dogs/7d2dd1b042a2f15a04e5d1737b5ce340.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
313,datasets/dog_dataset/overweight_dogs/801defee35e698d072d8e825bd8d2783.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
314,datasets/dog_dataset/overweight_dogs/81decc15f5e293f48bbd5bb3b2ecb754.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
315,datasets/dog_dataset/overweight_dogs/826447d8065ff22d01a29503e05ee5e2.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
316,datasets/dog_dataset/overweight_dogs/831d4cf30594617c4da2144e050c38da.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
317,datasets/dog_dataset/overweight_dogs/840c8e8e8673e644dca4ffb235a4d2a4.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
318,datasets/dog_dataset/overweight_dogs/84f7d8cef7422f6c7303c3d3e1f070a9.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
319,datasets/dog_dataset/overweight_dogs/851d2c0026bcb23af881f4333a8bf49a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
320,datasets/dog_dataset/overweight_dogs/8632781b5ad50f9a010c1034f078d48c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
321,datasets/dog_dataset/overweight_dogs/893816282d7254b0e3a470072c64c128.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
322,datasets/dog_dataset/overweight_dogs/8c1bc8cd47db83e3bac47a8ecb0cb01a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
323,datasets/dog_dataset/overweight_dogs/8f52c8837e049f9e2bcf79d296d52bb4.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
324,datasets/dog_dataset/overweight_dogs/8f82071ea37748025d9040895249a1b9.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
325,datasets/dog_dataset/overweight_dogs/8fd4be91279e07b40ab57f7f5f4bb923.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
326,datasets/dog_dataset/overweight_dogs/9040aa08b1ec946d82d4bc04a2921cc9.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
327,datasets/dog_dataset/overweight_dogs/90e959b303b101fb8fdbe8bdc6638fbb.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
328,datasets/dog_dataset/overweight_dogs/9468768c4ed42b21b00c5769cd79b80a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
329,datasets/dog_dataset/overweight_dogs/993ce9b304a3dd4eabddd0f4cda3c43e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
330,datasets/dog_dataset/overweight_dogs/99daf70f9892bd8b62cb74fe9a722c58.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
331,datasets/dog_dataset/overweight_dogs/9cf7d09417e539137872392433ecf2e8.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
332,datasets/dog_dataset/overweight_dogs/9d5e8e0d8c020b02778a1448fee5de5a.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
333,datasets/dog_dataset/overweight_dogs/9d8802a961eabbcde09789a7e94b2ded.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
334,datasets/dog_dataset/overweight_dogs/9da3db636a55e5fb650801ef4b3ae6f1.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
335,datasets/dog_dataset/overweight_dogs/9dec549f780022a6c596f8ba2ec63e41.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
336,datasets/dog_dataset/overweight_dogs/a0a2ddf7e170b7d20896ef2396cd105c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
337,datasets/dog_dataset/overweight_dogs/a239544708fa7fa59e31a303013c11c6.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
338,datasets/dog_dataset/overweight_dogs/a39e3e1ccd389dd392e1bb209ef74744.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
339,datasets/dog_dataset/overweight_dogs/a69b11d6f747fbc681e63729e61762b8.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
340,datasets/dog_dataset/overweight_dogs/a718061058e0e3e9a788fd17d68e9662.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
341,datasets/dog_dataset/overweight_dogs/a71c6c19a19cbd65940f09f88b9d5358.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
342,datasets/dog_dataset/overweight_dogs/abcc75fc5287c2ab00f513e9665bd50b.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
343,datasets/dog_dataset/overweight_dogs/acc0b810bd30f940d882db3430dfd74e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
344,datasets/dog_dataset/overweight_dogs/adb3f8c864f49ea51d1d60c1a8d9aa69.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
345,datasets/dog_dataset/overweight_dogs/af6a687bf889236ad2defa2f9b025640.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
346,datasets/dog_dataset/overweight_dogs/b042aaffc5c8209a73ef037a0f92bf8e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
347,datasets/dog_dataset/overweight_dogs/b2d5a97486630fa8ebce17ea66ce553f.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
348,datasets/dog_dataset/overweight_dogs/b52d2b53535d337a2fee6ac8ff87e655.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
349,datasets/dog_dataset/overweight_dogs/b53687363fe5d993589599aaa746ed41.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
350,datasets/dog_dataset/overweight_dogs/b7b8576e8532d0d42f087c92e6028607.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
351,datasets/dog_dataset/overweight_dogs/b958063767080a8cc923677ad5f2d8de.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
352,datasets/dog_dataset/overweight_dogs/bd9b5bcaff7c7523b8e5401875761fa8.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
353,datasets/dog_dataset/overweight_dogs/c0963a67a141b18d87c830e38f00187c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
354,datasets/dog_dataset/overweight_dogs/c59c9c7aada206f6770593b160505ea6.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
355,datasets/dog_dataset/overweight_dogs/cbb7f1e09b08fed17afe93bc410c01f9.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
356,datasets/dog_dataset/overweight_dogs/ccebae9606428265e382eda5bbfb14f8.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
357,datasets/dog_dataset/overweight_dogs/d19277e5372787438042295d11bba063.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
358,datasets/dog_dataset/overweight_dogs/d4b3b677cddd6803c9debbea278fdbe5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
359,datasets/dog_dataset/overweight_dogs/d5b6595d87fdaf0224c586c1bf775ce5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
360,datasets/dog_dataset/overweight_dogs/d5caae4c698fff39d2d32a00b6252a9e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
361,datasets/dog_dataset/overweight_dogs/d8128204944dabf2d117f0d73ff72363.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
362,datasets/dog_dataset/overweight_dogs/da63a826303367f30a0d455fa3b51e90.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
363,datasets/dog_dataset/overweight_dogs/e1a54ac28efee95e0143489b84dec667.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
364,datasets/dog_dataset/overweight_dogs/e2fd5acee4c4244d7c85a6ae50ba9ae5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
365,datasets/dog_dataset/overweight_dogs/e38107aff2b4a011ae1b6a0fcded5fd5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
366,datasets/dog_dataset/overweight_dogs/e4f1886803f80708ffabb65e49ff07be.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
367,datasets/dog_dataset/overweight_dogs/e9f72626ccb083874450b577dc49e6d5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
368,datasets/dog_dataset/overweight_dogs/effa29bcfc66a2104d97b353d220f18c.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
369,datasets/dog_dataset/overweight_dogs/f165a7e37aedc02b612598b9a61b6418.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
370,datasets/dog_dataset/overweight_dogs/f1966db45bb61772e00fe063edf69f0e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
371,datasets/dog_dataset/overweight_dogs/f2e9a036caec86f9c9fc5895de7b27e2.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
372,datasets/dog_dataset/overweight_dogs/f379fb9f689a26d13f5b4c763f3ef2af.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
373,datasets/dog_dataset/overweight_dogs/f44b3bf36a09119268830b2dad11d73e.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
374,datasets/dog_dataset/overweight_dogs/f6d951755d52995762b10909da6856b3.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
375,datasets/dog_dataset/overweight_dogs/f879e77ac0116035386cac513371c329.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
376,datasets/dog_dataset/overweight_dogs/f9ff00c0397daaff4bfd49113e017cf7.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
377,datasets/dog_dataset/overweight_dogs/fb5a769dd16e32273d1acdff1424a54f.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
378,datasets/dog_dataset/overweight_dogs/ff649571e923236b46d627cdd98e8dc5.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
379,datasets/dog_dataset/overweight_dogs/ff98c6ec20288a5a1a51141108ba5d55.jpg,dog,This dog is classified as overweight (BCS likely 6-9).
